evaluation_index,dataset_id,mean_residual,residual_std,mae,rmse
0,0,-0.3262406297025556,0.35829156239380267,0.39371648983252233,0.4839048748802797
1,1,0.020031914617005223,0.47956522311306343,0.36742553991719773,0.4787840502842674
2,2,0.392835724168667,0.4134247176254883,0.4529965325654065,0.5695483327524692
3,3,0.21013491415681304,0.3799678806139074,0.33742736088513,0.43337096637225786
4,4,-0.22479078744165498,0.4413223888202514,0.3664778661954992,0.49428991668683914
5,5,0.19795120694749546,0.299005710608021,0.2979910686854732,0.35796937471422996
6,6,-0.19010543066763227,0.27471769656377665,0.2635561966497573,0.3335154246966798
7,7,0.25108402067046764,0.40570010195330514,0.3693608274180422,0.476248669601654
8,8,0.6502209123096716,0.4928632986054973,0.6964787250056886,0.8151606557983229
9,9,0.14693393746497593,0.3153311901714984,0.2840889728070222,0.3471687956548807
10,10,0.21730654103713698,0.2921064842738239,0.30551150860659637,0.3634854879380531
11,11,0.5223267377149335,0.5590953206290136,0.5827915994013879,0.7641006874708582
12,12,-0.26365229330376594,0.4276409526606486,0.4183183682487072,0.5014727632034262
13,13,0.038393728827219406,0.30546484224251597,0.25108589565479944,0.30710959674075966
14,14,0.022892165320116585,0.49917183177690183,0.3924648108748217,0.4984482985068296
15,15,-0.0732100330413504,0.4348534675882384,0.3386724404594508,0.4398997152989112
16,16,-0.6003082228239914,0.3699274815751644,0.6047530724148941,0.7046503191700974
17,17,0.17677999325397437,0.27620225931937625,0.27788017232699075,0.32734907305159355
18,18,-0.39770251867137957,0.49414284079132126,0.49583310842410083,0.6333431571646997
19,19,-0.1316042431696123,0.1905511961818208,0.1790558149450435,0.23118798929602202
20,20,-0.02464031628256052,0.28254529177203536,0.22309831586044937,0.28291311012311976
21,21,0.13311590204368642,0.5055019742970835,0.4552987685147896,0.5215116759623531
22,22,-0.26118271899548484,0.2810471839571304,0.30216882975817605,0.3831566190398599
23,23,-0.7135153997630889,0.4982649271266732,0.7359461794289033,0.8695578322432652
24,24,-0.3042955552432979,0.4883091637588881,0.39176970801959493,0.5743251650020893
25,25,-0.15163833781127176,0.33386634929037967,0.27309466362556345,0.3659283959830239
26,26,-0.5876125346113544,0.97104926815122,0.7496669808687347,1.1329212190631417
27,27,0.33854518602561756,0.5885276237947087,0.48689888885522314,0.6776767541613914
28,28,0.145075130717097,0.3980927606124101,0.3304679300625637,0.4227673714637074
29,29,0.400348949695948,0.38460520308097573,0.450861990575937,0.5544915129633838
30,30,0.4403491082050284,0.4934877480532297,0.575617902513951,0.6604694116976338
31,31,-0.5345886860157448,0.8893787981418487,0.6537138263943407,1.0357725312863624
32,32,-0.1400349798802796,0.38385508511959837,0.35485649992796425,0.4076981706242789
33,33,0.39487128585298564,0.2514398632253719,0.41073190738412163,0.4677918631035496
34,34,0.08667779247477593,0.39867666314034766,0.3176324437209914,0.4070152405406448
35,35,-0.4219499322719023,0.5029538445077683,0.5703387869490056,0.6555451946287774
36,36,-0.005741087728809141,0.30564739345271147,0.2447256740306598,0.30493636642277405
37,37,-0.40182966273655524,0.30107459328999125,0.4517332784194012,0.5016570133328982
38,38,-0.2582759583280392,0.29048489088200335,0.30531869378142945,0.38815722989768303
39,39,-0.321020874458537,0.2473573868326981,0.343242552516473,0.40488782431029124
40,40,0.49260887750398163,0.4255675206673269,0.5516610115839901,0.6502812332133181
41,41,-0.7298255068895391,0.45855409905209543,0.7652690185444588,0.8613163025017373
42,42,-0.9262311820176882,0.5441018749442685,0.9296558816018247,1.073531936464008
43,43,0.43163680586571757,0.3480052231029519,0.4682828071269083,0.5539065167592451
44,44,-0.3495862960666477,0.41233088028274184,0.40043931475266165,0.5397937100950371
45,45,0.007039536749772388,0.42650227639351734,0.31544854340041223,0.42549292107820014
46,46,0.3253300029435875,0.396630273405675,0.4275930242321009,0.5122192955446191
47,47,0.003956131271285734,0.6151153365543967,0.39454570893406654,0.6135883749328552
